Date,Target,Sector,Country,Transaction Type,Deal Value (USD/MLNS),Investor(s),Target_symbol,Investors_symbol,Target_Name_in_API,Investors_Name_in_API
2017-03-29,Exar Corp.,Semiconductors,United States,Add-on Acquisition,700,"MaxLinear, Inc., 5966 La Place Court, Suite 100, Carlsbad, California, 92008, United States, (760) 692-0711, www.maxlinear.com",,MXL,,"MaxLinear, Inc."
2017-03-09,Savanna Energy Services Corp.,Energy Services and Equipment,Canada,Add-on Acquisition,533,"Western Energy Services Corp., 215, 9th Avenue SW Suite 1700, Calgary, Alberta, T2P 1K3, Canada, (403) 984-5916, www.wesc.ca",,WRG.TO,,Western Energy Services Corp.
2017-03-02,Keepmoat Ltd.,Construction,United Kingdom,Add-on Acquisition,508,"ENGIE SA, 1, place Samuel de Champlain, Courbevoie, 92400, France, +33 1-4754-2020, www.engie.com",,ENGI.PA,,ENGIE SA
2017-03-13,Simply Business Ltd.,Insurance,United Kingdom,Add-on Acquisition,490,"The Travelers Companies, Inc., 485 Lexington Avenue, New York, New York, 10017, United States, (917) 778-6000, www.travelers.com",,TRV,,"The Travelers Companies, Inc."
2017-03-01,Canwest Propane,Energy Services and Equipment,Canada,Divestiture,412,"Superior Plus Corp., 200 Wellington Street West, Suite 401, Toronto, Ontario, M5V 3C7, Canada, (416) 345-8050, www.superiorplus.com",,SPB.TO,,Superior Plus Corp.
2017-03-07,Tagetik Software Srl,Software,Italy,Add-on Acquisition,338.07,"Wolters Kluwer N.V., Zuidpoolsingel 2 P.O. Box 1030, Alphen A D Rijn, 2400 BA, Netherlands, 31 172 641 400, www.wolterskluwer.com",,WKL.AS,,Wolters Kluwer N.V.
2017-03-21,"Teads, Inc.",Marketing,United States,Add-on Acquisition,321.17,"Altice Europe N.V., Prins Bernhardplein 200, Amsterdam, 1097 JB, Netherlands, +31 20 238 1028, www.altice.net",,ATC.AS,,Altice Europe N.V.
2017-03-03,"Essen BioScience, Inc.",Medical Products,United States,Add-on Acquisition,320,"Sartorius Stedim Biotech S.A., Zone Industrielle Les Paluds Avenue de Jouques - CS 91051 Cedex, Aubagne, 13781, France, +33 4 42 84 56 00, www.sartorius.com",,SCCB,,378
2017-03-01,Clean Energy Fuels Corp. - Biomethane Business,Energy Services and Equipment,United States,Divestiture,155,"BP plc, 1 St James's Square, London, SW1Y 4PD, United Kingdom, +44 20 7496 4000, www.bp.com",CLNE,,Clean Energy Fuels Corp.,
2017-03-16,Emflaza,Life Science,United States,Divestiture,140,"PTC Therapeutics, Inc., 100 Corporate Court, South Plainfield, New Jersey, 07080, United States, (908) 222-7000, www.ptcbio.com",,PTCT,,"PTC Therapeutics, Inc."
2017-03-07,"Avaya, Inc. - Networking Business",Communications,United States,Divestiture,100,"Extreme Networks, Inc., 6480 Via del Oro, San Jose, California, 95119, United States, (408) 579-2800, www.extremenetworks.com",,EXTR,,"Extreme Networks, Inc."
2017-03-06,"If(we), Inc.",Internet Software and Services,United States,Add-on Acquisition,60,"The Meet Group, Inc., 100 Union Square Drive, New Hope, Pennsylvania, 18938, United States, (215) 862-1162, www.themeetgroup.com",,MEET,,"The Meet Group, Inc."
2017-03-29,The Scottdale Bank & Trust Co.,Financial Services,United States,Merger,59.1,"Mid Penn Bancorp, Inc., 349 Union Street, Millersburg, Pennsylvania, 17061, United States, (866) 642-7736, www.midpennbank.com",,MPB,,"Mid Penn Bancorp, Inc."
2017-03-13,"Monitor Bancorp, Inc.",Financial Services,United States,Add-on Acquisition,7.8,"Farmers National Banc Corp., 20 South Broad Street, Canfield, Ohio, 44406, United States, (330) 533-3341, www.farmersbankgroup.com",,FMNB,,Farmers National Banc Corp.
2017-04-18,"Medtronic - Patient Care, Deep Vein Thrombosis & Nutritional Insufficiency Businesses",Medical Products,United States,Divestiture,6100,"Cardinal Health, Inc., 7000 Cardinal Place, Dublin, Ohio, 43017, United States, (614) 757-5000, www.cardinal.com",,CAH,,"Cardinal Health, Inc."
2017-04-24,"Akorn, Inc.",Life Science,United States,Add-on Acquisition,4300,"Fresenius Kabi USA LLC, 1501 East Woodfield Road, Suite 300 East, Schaumburg, Illinois, 60173, United States, (847) 969-2700, www.fresenius-kabi.us",AKRX,,"Akorn, Inc.",
2017-04-25,"AdvancePierre Foods, Inc.",Food,United States,Add-on Acquisition,4200,"Tyson Foods, Inc., 2200 W. Don Tyson Parkway, Springdale, Arkansas, 72762, United States, (479) 290-4000, www.tysonfoods.com",,TSN,,"Tyson Foods, Inc."
2017-04-18,"Chewy, Inc.",E-Commerce,United States,Add-on Acquisition,3350,"PetSmart, Inc., 19601 North 27th Avenue, Phoenix, Arizona, 85027, United States, (623) 580-6100, www.petsmart.com",CHWY,,"Chewy, Inc.",
2017-04-06,Sunoco LP - Convenience Stores,Retail,United States,Divestiture,3300,"7-Eleven, Inc., One Arts Plaza 1722 Routh Street Suite 1000, Dallas, Texas, 75201, United States, (972) 828-0711, www.7-eleven.com",SUN,,Sunoco LP,
2017-04-18,Weetabix Ltd.,Food,United Kingdom,Add-on Acquisition,2155.16,"Post Holdings, Inc., 2503 South Hanley Road, St. Louis, Missouri, 63144, United States, (314) 644-7600, www.postholdings.com",,POST,,"Post Holdings, Inc."
2017-04-17,EagleClaw Midstream Services LLC,Energy Services and Equipment,United States,Secondary Buyout,2000,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",,BX,,The Blackstone Group Inc.
2017-04-20,"KCG Holdings, Inc.",Financial Services,United States,Add-on Acquisition,1400,"Virtu Financial, Inc., One Liberty Plaza 165 Broadway, New York, New York, 10006, United States, (212) 418-0100, www.virtu.com",,VIRT,,"Virtu Financial, Inc."
2017-04-06,"CNL Lifestyle Properties, Inc.",Real Estate,United States,Add-on Acquisition,455.5,"EPR Properties, 909 Walnut Street Suite 200, Kansas City, Missouri,  64106, United States, (816) 472-1700, www.eprkc.com",,EPR,,EPR Properties
2017-04-09,LifeWatch AG,Information Technology,Switzerland,Add-on Acquisition,270.15,"BioTelemetry, Inc., 1000 Cedar Hollow Road, Suite 102, Malvern, Pennsylvania, 19355, United States, (610) 729-7000, www.gobio.com",,BEAT,,"BioTelemetry, Inc."
2017-04-05,Royal Dutch Shell plc - LPG Business In Hong Kong & Macau,Oil/Gas Exploration,Hong Kong,Divestiture,150.32,"DCC plc, DCC House, Leopardstown Road, Dublin 18, Ireland, 353 1 279 9400, www.dcc.ie",RDS-B,,Royal Dutch Shell plc,
2017-04-03,ConvergEx Group LLC,Business Services,United States,Add-on Acquisition,116,"Cowen Inc., 599 Lexington Avenue, New York, New York, 10022, United States, (212) 845-7900, www.cowen.com",,COWN,,Cowen Inc.
2017-04-04,"Connextions, Inc.",Information Technology,United States,Divestiture,80,"TTEC Holdings, Inc., 9197 S. Peoria St., Englewood, Colorado, 80112, United States, (303) 397-8100, www.ttec.com",,TTEC,,"TTEC Holdings, Inc."
2017-04-03,MKS Instruments AB (Umetrics),Software,Sweden,Divestiture,72.5,"Sartorius Stedim Biotech S.A., Zone Industrielle Les Paluds Avenue de Jouques - CS 91051 Cedex, Aubagne, 13781, France, +33 4 42 84 56 00, www.sartorius.com",,SCCB,,378
2017-04-11,Anchor Bancorp.,Financial Services,United States,Add-on Acquisition,63.9,"Washington Federal, Inc., 425 Pike Street, Seattle, Washington, 98101, United States, (206) 624-7930, www.washingtonfederal.com",,WAFD,,"Washington Federal, Inc."
2017-04-03,"Delta Microwave, Inc.",Technology Hardware,United States,Add-on Acquisition,40.5,"Mercury Systems, Inc., 50 Minuteman Road, Chelmsford, Massachusetts, 01810, United States, (978) 256-1300, www.mrcy.com",,MRCY,,"Mercury Systems, Inc."
2017-04-06,"Zycron, Inc.",Information Technology,United States,Add-on Acquisition,19,"BG Staffing, Inc., 5850 Granite Parkway, Suite 730, Plano, Texas, 75024, United States, (972) 692-2400 , www.bgstaffing.com",,BGSF,,"BG Staffing, Inc."
2017-04-24,"RightAnswers, Inc.",Internet Software and Services,United States,Add-on Acquisition,17.2,"Upland Software, Inc., Frost Tower 401 Congress Avenue Suite 2950, Austin, Texas, 78701, United States, (512) 960-1010, www.uplandsoftware.com",,UPLD,,"Upland Software, Inc."
2017-04-17,Sunoco Logistics Partners LP - Toledo Terminal,Energy Services and Equipment,United States,Divestiture,10,"PBF Logistics LP, One Sylvan Way, Second Floor, Parsippany, New Jersey, 07054, United States, (973) 455-7500, www.pbflogistics.com",,PBFX,,PBF Logistics LP
2017-04-20,Shoes.com,E-Commerce,United States,Special Situations/Distressed,9,"Walmart Inc., 702 SW 8th Street, Bentonville, Arkansas, 72716, United States, (479) 273-4000, www.walmart.com",,WMT,,Walmart Inc.
2017-05-05,VWR International LLC,Distribution,United States,Add-on Acquisition,6400,"Avantor, Inc., Building One Suite 200 100 Matsonford Road, Radnor, Pennsylvania, 19087, United States, (610) 386-1700, www.avantorsciences.com",,AVTR,,"Avantor, Inc."
2017-05-10,"inVentiv Health, Inc.",Life Science,United States,Merger,4600,"Syneos Health, Inc., 1030 Sync Street, Morrisville, North Carolina, 27560, United States, (919) 876-9300, www.syneoshealth.com",,SYNH,,"Syneos Health, Inc."
2017-05-16,"Rimini Street, Inc.",Software,United States,Secondary Buyout,837,"GP Investments (PE), Av. Brigadeiro Faria Lima 4055, 8th floor, Sao Paulo, 04538-030, Brazil, 55 11 3556 5505, www.gp-investments.com",RMNI,,"Rimini Street, Inc.",
2017-05-01,"Viptela, Inc.",Information Technology,United States,Add-on Acquisition,610,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",,CSCO,,"Cisco Systems, Inc."
2017-05-15,Pittsburgh Corning Corp.,Building Materials,United States,Add-on Acquisition,560,"Owens Corning, One Owens Corning Parkway, Toledo, Ohio, 43659, United States, (419) 248-8000, www.owenscorning.com",,O5Q.DE,,Owens Corning
2017-05-18,Maintenance Supply Headquarters,Distribution,United States,Add-on Acquisition,512,"Lowe's Companies, Inc., 1000 Lowe's Boulevard, Mooresville, North Carolina, 28117, United States, (704) 758-1000, www.lowes.com",,LOW,,"Lowe's Companies, Inc."
2017-05-02,"Byram Healthcare Centers, Inc.",Distribution,United States,Divestiture,380,"Owens & Minor, Inc., Post Office Box 27626, Richmond, Virginia, 23116, United States, (804) 723-7000, www.owens-minor.com",,OMI,,"Owens & Minor, Inc."
2017-05-25,Estenson Logistics LLC,Transportation,United States,Add-on Acquisition,306,"Hub Group, Inc., 2000 Clearwater Drive, Oak Brook, Illinois, 60523, United States, (630) 271-3600, www.hubgroup.com",,HUBG,,"Hub Group, Inc."
2017-05-01,EFCO Corp.,Building Materials,United States,Divestiture,195,"Apogee Enterprises, Inc., 4400 West 78th Street, Suite 520, Minneapolis, Minnesota, 55435, United States, (952) 835-1874, www.apog.com",,APOG,,"Apogee Enterprises, Inc."
2017-05-02,Tata Steel - Speciality Steels Business,Metals/Mining,United Kingdom,Divestiture,153.94,"Liberty House Ltd., 7 Hertford Street, London, W1J 7RH, United Kingdom, +44 20 3205 8550, www.libertyhousegroup.com",,RH,,RH
2017-05-11,"MindMeld, Inc.",Internet Software and Services,United States,Add-on Acquisition,125,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",,CSCO,,"Cisco Systems, Inc."
2017-05-11,Claranet Ltd.,Internet Software and Services,United Kingdom,Secondary Buyout,123.15,"Tikehau Capital (PE), www.tikehaucapital.com",,TKO.PA,,Tikehau Capital
2017-05-22,"MOTIVE Drilling Technologies, Inc.",Software,United States,Add-on Acquisition,75,"Helmerich & Payne, Inc., 1437 South Boulder Avenue Suite 1400, Tulsa, Oklahoma, 74119, United States, (918) 742-5531, www.hpinc.com",,HP,,"Helmerich & Payne, Inc."
2017-05-23,James Dewhurst Ltd.,Apparel/Textiles,United Kingdom,Add-on Acquisition,67.73,"Sioen Industries NV, Fabriekstraat 23, Ardooie, 8850, Belgium, +32 5 174 09 00, www.sioen.com",,SIOE.BR,,Sioen Industries NV
2017-05-18,"Wunderlich Securities, Inc.",Financial Services,United States,Add-on Acquisition,67,"B. Riley Financial, Inc., 11100 Santa Monica Boulevard Suite 800, Los Angeles, California, 90025, United States, (310) 966-1444, www.brileyfin.com",,RILYL,,"B. Riley Financial, Inc."
2017-05-11,"Lonestar West, Inc.",Energy Services and Equipment,Canada,Add-on Acquisition,44.1,"Clean Harbors, Inc., 42 Longwater Drive, PO Box 9149, Norwell, Massachusetts, 02061, United States, (781) 792-5000, www.cleanharbors.com",,CLH,,"Clean Harbors, Inc."
2017-05-11,"Conjur, Inc.",Software,United States,Add-on Acquisition,42,"CyberArk Software Ltd., 94 Em-Ha’moshavot Road, Park Ofer, Petach Tikva, 4970602, Israel, 972 3 918 0000, ww.cyberark.com",,CYBR,,CyberArk Software Ltd.
2017-05-04,WCAX-TV,Media,United States,Add-on Acquisition,29,"Gray Television, Inc., 4370 Peachtree Road, NE, Atlanta, Georgia, 30319, United States, (404) 504-9828, www.gray.tv",,GTN-A,,"Gray Television, Inc."
2017-05-08,"WRB Communications, Inc.",Business Services,United States,Add-on Acquisition,24.5,"Diplomat Pharmacy, Inc., 4100 South Saginaw Street, Flint, Michigan, 48507, United States, (888) 720-4450, www.diplomat.is",,DPLO,,"Diplomat Pharmacy, Inc."
2017-05-02,Flotek Industries - Drilling Technologies Division,Energy Services and Equipment,United States,Divestiture,17,"National Oilwell Varco, Inc., 7909 Parkwood Circle Drive, Houston, Texas, 77036, United States, (713) 346-7500, www.nov.com",,NOV,,"National Oilwell Varco, Inc."
2017-05-30,VoltAir System AB,Building Materials,Sweden,Add-on Acquisition,9.43,"Volution Group plc, Fleming Way, Crawley, RH10 9YX, United Kingdom, +44 1293 441662, www.volutiongroupplc.com",,RH,,RH
2017-05-26,"Compass HRM, Inc.",Software,United States,Add-on Acquisition,4.5,"Asure Software, Inc., 3700 North Capital of Texas Highway Suite 350, Austin, Texas, 78746, United States, (512) 437-2700, www.asuresoftware.com",,ASUR,,"Asure Software, Inc."
2017-06-28,The Spectranetics Corp.,Medical Products,United States,Add-on Acquisition,1900,"Koninklijke Philips N.V., Philips Center Amstelplein 2, Amsterdam, 1096 BC, Netherlands, +31 20 597 7777, www.philips.com",,PHG,,Koninklijke Philips N.V.
2017-06-02,"Aquarion Water Co., Inc.",Utilities,United States,Add-on Acquisition,1675,"Eversource Energy, 300 Cadwell Drive, Springfield, Massachusetts, 01104, United States, (800) 286-5000, www.eversource.com",,ES,,Eversource Energy
2017-06-19,The Office Group,Real Estate,United Kingdom,"Buyout (LBO, MBO, MBI)",769.7,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",,BX,,The Blackstone Group Inc.
2017-06-21,Casamigos Spirits Co. (Casamigos Tequila),Beverages,United States,Add-on Acquisition,700,"Diageo plc, Lakeside Drive Park Royal, London, NW10 7HQ, United Kingdom, +44 20 8978 6000, www.diageo.com",,DEO,,Diageo plc
2017-06-30,Sun Bancorp Inc.,Financial Services,United States,Add-on Acquisition,487,"OceanFirst Financial Corp., 110 West Front Street, Red Bank, New Jersey, 07701, United States, (732) 240-4500, www.oceanfirst.com",,OCFC,,OceanFirst Financial Corp.
2017-06-02,"Paya, Inc.",Financial Services,United States,Divestiture,310.96,"GTCR LLC (PE), 300 N. LaSalle Street, Suite 5600, Chicago, Illinois, 60654, United States, (312)382-2200, www.gtcr.com",PAYAW,,"Paya, Inc.",
2017-06-16,"Bonobos, Inc.",Apparel/Textiles,United States,Add-on Acquisition,310,"Walmart Inc., 702 SW 8th Street, Bentonville, Arkansas, 72716, United States, (479) 273-4000, www.walmart.com",,WMT,,Walmart Inc.
2017-06-22,"EnerNOC, Inc.",Software,United States,Add-on Acquisition,300,"Enel SpA, Viale Regina Margherita 137, Rome, 00198, Italy, 39 06 83 05 40 00, www.enel.com",,ENL.DE,,Enel SpA
2017-06-12,"Diboll State Bancshares, Inc.",Financial Services,United States,Merger,218.8,"Southside Bancshares, Inc., 1201 South Beckham Avenue, Tyler, Texas, 75701, United States, (903) 531-7111, www.southside.com",,SBSI,,"Southside Bancshares, Inc."
2017-06-01,Attenti,Technology Hardware,United States,Divestiture,200,"Apax Partners  (PE), 33 Jermyn Street, London, SW1Y 6DN, United Kingdom, +44 20 7872 6300, www.apax.com",BATUSD,,Basic Attention Token USD,
2017-06-09,"Ticketfly, Inc.",Internet Software and Services,United States,Divestiture,200,"Eventbrite, Inc., 155 5th Street, 7th Floor, San Francisco, California, 94103, United States, (888) 215-3611, www.eventbrite.com",,EB,,"Eventbrite, Inc."
2017-06-26,JustGiving Australia Pty Ltd.,Internet Software and Services,Australia,Add-on Acquisition,146.24,"Blackbaud, Inc., 65 Fairchild Street, Charleston, South Carolina, 29492, United States, (843) 216-6200, www.blackbaud.com",,BLKB,,"Blackbaud, Inc."
2017-06-29,"POS Portal, Inc.",Distribution,United States,Add-on Acquisition,144.9,"ScanSource, Inc., 6 Logue Court, Greenville, South Carolina, 29615, United States, (864) 288-2432, www.scansource.com",,SCSC,,"ScanSource, Inc."
2017-06-21,Jochen Schweizer GmbH,Internet Software and Services,Germany,Add-on Acquisition,121.71,"ProSiebenSat.1 Media SE, Medienallee 7, Unterföhring, 85774, Germany, +49 89 95 07 11 45, www.prosiebensat1.com",,PSMP.BR,,ProSiebenSat.1 Media SE
2017-06-13,Monitise plc,Information Technology,United Kingdom,Add-on Acquisition,107.76,"Fiserv, Inc., 255 Fiserv Drive , Brookfield, Wisconsin, 53045, United States, (262) 879-5000, www.fiserv.com",,FIV.DE,,"Fiserv, Inc."
2017-06-19,Mesa Compression LLC - Compression Business,Energy Services and Equipment,United States,Divestiture,106,"Enerflex Ltd., 1331 Macleod Trail SE Suite 904, Calgary, Alberta, T2G OK3, Canada, (403) 236-6800, www.enerflex.com",,EFX.TO,,Enerflex Ltd.
2017-06-01,"Comverge, Inc.",Utilities,United States,Add-on Acquisition,100,"Itron, Inc., 2111 N Molter Rd, Liberty Lake, Washington, 99019, United States, (509) 924-9900, www.itron.com",,ITRI,,"Itron, Inc."
2017-06-12,Marvell Technology Group Ltd. - Multimedia Solutions Business,Semiconductors,Bermuda,Divestiture,95,"Synaptics, Inc., 1251 McKay Drive, San Jose, California, 95131, United States, (408) 904-1100, www.synaptics.com",MRVL,,Marvell Technology Group Ltd.,
2017-06-13,Advantage RN LLC,Staffing,United States,Add-on Acquisition,88,"Cross Country Healthcare, Inc., 5201 Congress Avenue Suite 100B, Boca Raton, Florida, 33487, United States, (561) 998-2232, www.crosscountryhealthcare.com",,CCRN,,"Cross Country Healthcare, Inc."
